segment_name,time_second,bitrate_kbps,resolution
ai_seg_18_720p.mp4,1,1227.32,720p
ai_seg_19_1080p.mp4,0,1317.32,1080p
ai_seg_19_1080p.mp4,0,2135.38,1080p
ai_seg_19_360p.mp4,0,248.74,360p
ai_seg_19_360p.mp4,0,468.37,360p
ai_seg_19_480p.mp4,0,401.06,480p
ai_seg_19_480p.mp4,0,705.82,480p
ai_seg_19_720p.mp4,0,727.16,720p
ai_seg_19_720p.mp4,0,1252.94,720p
ai_seg_19_1080p.mp4,1,1306.49,1080p
ai_seg_19_1080p.mp4,1,2553.86,1080p
ai_seg_19_360p.mp4,1,262.3,360p
ai_seg_19_360p.mp4,1,471.34,360p
ai_seg_19_480p.mp4,1,393.41,480p
ai_seg_19_480p.mp4,1,745.46,480p
ai_seg_19_720p.mp4,1,707.74,720p
ai_seg_19_720p.mp4,1,1417.9,720p
ai_seg_20_1080p.mp4,0,1095.57,1080p
ai_seg_20_1080p.mp4,0,2403.11,1080p
ai_seg_20_360p.mp4,0,209.1,360p
ai_seg_20_360p.mp4,0,482.55,360p
ai_seg_20_480p.mp4,0,324.93,480p
ai_seg_20_480p.mp4,0,722.3,480p
ai_seg_20_720p.mp4,0,568.4,720p
ai_seg_20_720p.mp4,0,1285.65,720p
ai_seg_20_1080p.mp4,1,1130.43,1080p
ai_seg_20_1080p.mp4,1,2412.1,1080p
ai_seg_20_360p.mp4,1,198.74,360p
ai_seg_20_360p.mp4,1,465.32,360p
ai_seg_20_480p.mp4,1,323.85,480p
ai_seg_20_480p.mp4,1,710.62,480p
ai_seg_20_720p.mp4,1,580.67,720p
ai_seg_20_720p.mp4,1,1273.83,720p
ai_seg_21_1080p.mp4,0,1110.89,1080p
ai_seg_21_1080p.mp4,0,2329.97,1080p
ai_seg_21_360p.mp4,0,212.0,360p
ai_seg_21_360p.mp4,0,463.4,360p
ai_seg_21_480p.mp4,0,340.06,480p
ai_seg_21_480p.mp4,0,711.46,480p
ai_seg_21_720p.mp4,0,604.62,720p
ai_seg_21_720p.mp4,0,1300.17,720p
ai_seg_21_1080p.mp4,1,1078.16,1080p
ai_seg_21_1080p.mp4,1,2334.15,1080p
ai_seg_21_360p.mp4,1,201.78,360p
ai_seg_21_360p.mp4,1,439.41,360p
ai_seg_21_480p.mp4,1,313.81,480p
ai_seg_21_480p.mp4,1,675.5,480p
ai_seg_21_720p.mp4,1,562.88,720p
ai_seg_21_720p.mp4,1,1264.77,720p
ai_seg_22_1080p.mp4,0,1088.13,1080p
ai_seg_22_1080p.mp4,0,2517.05,1080p
ai_seg_22_360p.mp4,0,203.46,360p
ai_seg_22_360p.mp4,0,500.95,360p
ai_seg_22_480p.mp4,0,313.9,480p
ai_seg_22_480p.mp4,0,770.38,480p
ai_seg_22_720p.mp4,0,572.42,720p
ai_seg_22_720p.mp4,0,1431.53,720p
ai_seg_22_1080p.mp4,1,1307.79,1080p
ai_seg_22_1080p.mp4,1,2776.09,1080p
ai_seg_22_360p.mp4,1,243.7,360p
ai_seg_22_360p.mp4,1,544.78,360p
ai_seg_22_480p.mp4,1,384.85,480p
ai_seg_22_480p.mp4,1,864.1,480p
ai_seg_22_720p.mp4,1,685.57,720p
ai_seg_22_720p.mp4,1,1584.86,720p
ai_seg_23_1080p.mp4,0,1487.61,1080p
ai_seg_23_1080p.mp4,0,3272.75,1080p
ai_seg_23_360p.mp4,0,279.8,360p
ai_seg_23_360p.mp4,0,630.74,360p
ai_seg_23_480p.mp4,0,446.3,480p
ai_seg_23_480p.mp4,0,1019.08,480p
ai_seg_23_720p.mp4,0,785.25,720p
ai_seg_23_720p.mp4,0,1897.78,720p
ai_seg_23_1080p.mp4,1,1302.26,1080p
ai_seg_23_1080p.mp4,1,2938.96,1080p
ai_seg_23_360p.mp4,1,231.82,360p
ai_seg_23_360p.mp4,1,523.67,360p
ai_seg_23_480p.mp4,1,374.99,480p
ai_seg_23_480p.mp4,1,837.77,480p
ai_seg_23_720p.mp4,1,688.29,720p
ai_seg_23_720p.mp4,1,1541.56,720p
ai_seg_24_1080p.mp4,0,1261.89,1080p
ai_seg_24_1080p.mp4,0,2775.26,1080p
ai_seg_24_360p.mp4,0,250.71,360p
ai_seg_24_360p.mp4,0,567.78,360p
ai_seg_24_480p.mp4,0,388.72,480p
ai_seg_24_480p.mp4,0,886.71,480p
ai_seg_24_720p.mp4,0,671.62,720p
ai_seg_24_720p.mp4,0,1526.96,720p
ai_seg_24_1080p.mp4,1,1551.19,1080p
ai_seg_24_1080p.mp4,1,3007.45,1080p
ai_seg_24_360p.mp4,1,315.9,360p
ai_seg_24_360p.mp4,1,682.23,360p
ai_seg_24_480p.mp4,1,476.69,480p
ai_seg_24_480p.mp4,1,982.12,480p
ai_seg_24_720p.mp4,1,851.71,720p
ai_seg_24_720p.mp4,1,1703.46,720p
ai_seg_25_1080p.mp4,0,1442.03,1080p
ai_seg_25_1080p.mp4,0,3347.5,1080p
ai_seg_25_360p.mp4,0,267.3,360p
