segment_name,time_second,bitrate_kbps,resolution
ai_seg_70_720p.mp4,0,1685.45,720p
ai_seg_70_1080p.mp4,1,1645.05,1080p
ai_seg_70_360p.mp4,1,283.26,360p
ai_seg_70_480p.mp4,1,455.6,480p
ai_seg_70_720p.mp4,1,921.67,720p
ai_seg_71_1080p.mp4,0,2783.73,1080p
ai_seg_71_360p.mp4,0,542.65,360p
ai_seg_71_480p.mp4,0,860.98,480p
ai_seg_71_720p.mp4,0,1723.33,720p
ai_seg_71_1080p.mp4,1,2135.08,1080p
ai_seg_71_360p.mp4,1,327.54,360p
ai_seg_71_480p.mp4,1,565.54,480p
ai_seg_71_720p.mp4,1,1139.02,720p
ai_seg_72_1080p.mp4,0,2584.58,1080p
ai_seg_72_360p.mp4,0,527.17,360p
ai_seg_72_480p.mp4,0,863.3,480p
ai_seg_72_720p.mp4,0,1585.08,720p
ai_seg_72_1080p.mp4,1,2337.97,1080p
ai_seg_72_360p.mp4,1,394.07,360p
ai_seg_72_480p.mp4,1,703.16,480p
ai_seg_72_720p.mp4,1,1334.58,720p
ai_seg_73_1080p.mp4,0,2954.94,1080p
ai_seg_73_360p.mp4,0,568.6,360p
ai_seg_73_480p.mp4,0,947.81,480p
ai_seg_73_720p.mp4,0,1875.07,720p
ai_seg_73_1080p.mp4,1,2478.7,1080p
ai_seg_73_360p.mp4,1,411.32,360p
ai_seg_73_480p.mp4,1,698.44,480p
ai_seg_73_720p.mp4,1,1433.85,720p
ai_seg_74_1080p.mp4,0,4494.54,1080p
ai_seg_74_360p.mp4,0,877.51,360p
ai_seg_74_480p.mp4,0,1458.43,480p
ai_seg_74_720p.mp4,0,2728.04,720p
ai_seg_74_1080p.mp4,1,1402.53,1080p
ai_seg_74_360p.mp4,1,248.67,360p
ai_seg_74_480p.mp4,1,403.46,480p
ai_seg_74_720p.mp4,1,724.37,720p
ai_seg_75_1080p.mp4,0,1865.87,1080p
ai_seg_75_360p.mp4,0,453.59,360p
ai_seg_75_480p.mp4,0,650.5,480p
ai_seg_75_720p.mp4,0,1117.24,720p
ai_seg_75_1080p.mp4,1,1591.66,1080p
ai_seg_75_360p.mp4,1,261.35,360p
ai_seg_75_480p.mp4,1,434.1,480p
ai_seg_75_720p.mp4,1,824.01,720p
ai_seg_76_1080p.mp4,0,2221.39,1080p
ai_seg_76_360p.mp4,0,471.07,360p
ai_seg_76_480p.mp4,0,720.7,480p
ai_seg_76_720p.mp4,0,1267.82,720p
ai_seg_76_1080p.mp4,1,1786.62,1080p
ai_seg_76_360p.mp4,1,284.32,360p
ai_seg_76_480p.mp4,1,472.58,480p
ai_seg_76_720p.mp4,1,960.3,720p
ai_seg_77_1080p.mp4,0,1949.05,1080p
ai_seg_77_360p.mp4,0,433.8,360p
ai_seg_77_480p.mp4,0,642.73,480p
ai_seg_77_720p.mp4,0,1190.7,720p
ai_seg_77_1080p.mp4,1,1483.9,1080p
ai_seg_77_360p.mp4,1,251.55,360p
ai_seg_77_480p.mp4,1,412.02,480p
ai_seg_77_720p.mp4,1,816.06,720p
ai_seg_78_1080p.mp4,0,2239.26,1080p
ai_seg_78_360p.mp4,0,466.9,360p
ai_seg_78_480p.mp4,0,745.06,480p
ai_seg_78_720p.mp4,0,1306.75,720p
ai_seg_78_1080p.mp4,1,1513.46,1080p
ai_seg_78_360p.mp4,1,240.9,360p
ai_seg_78_480p.mp4,1,410.49,480p
ai_seg_78_720p.mp4,1,817.72,720p
ai_seg_79_1080p.mp4,0,2275.22,1080p
ai_seg_79_360p.mp4,0,473.69,360p
ai_seg_79_480p.mp4,0,744.02,480p
ai_seg_79_720p.mp4,0,1351.81,720p
ai_seg_79_1080p.mp4,1,1545.16,1080p
ai_seg_79_360p.mp4,1,272.05,360p
ai_seg_79_480p.mp4,1,439.17,480p
ai_seg_79_720p.mp4,1,807.79,720p
ai_seg_80_1080p.mp4,0,2629.82,1080p
ai_seg_80_360p.mp4,0,535.7,360p
ai_seg_80_480p.mp4,0,855.17,480p
ai_seg_80_720p.mp4,0,1543.66,720p
ai_seg_80_1080p.mp4,1,1896.98,1080p
ai_seg_80_360p.mp4,1,316.09,360p
ai_seg_80_480p.mp4,1,523.48,480p
ai_seg_80_720p.mp4,1,1029.05,720p
ai_seg_81_1080p.mp4,0,2291.13,1080p
ai_seg_81_360p.mp4,0,468.57,360p
ai_seg_81_480p.mp4,0,753.87,480p
ai_seg_81_720p.mp4,0,1332.85,720p
ai_seg_81_1080p.mp4,1,1838.7,1080p
ai_seg_81_360p.mp4,1,256.53,360p
ai_seg_81_480p.mp4,1,491.5,480p
ai_seg_81_720p.mp4,1,1006.66,720p
ai_seg_82_1080p.mp4,0,2295.25,1080p
ai_seg_82_360p.mp4,0,425.29,360p
ai_seg_82_480p.mp4,0,694.77,480p
ai_seg_82_720p.mp4,0,1334.19,720p
ai_seg_82_1080p.mp4,1,2305.51,1080p
ai_seg_82_360p.mp4,1,357.99,360p
ai_seg_82_480p.mp4,1,628.85,480p
ai_seg_82_720p.mp4,1,1247.07,720p
ai_seg_83_1080p.mp4,0,2781.51,1080p
ai_seg_83_360p.mp4,0,514.65,360p
ai_seg_83_480p.mp4,0,877.47,480p
ai_seg_83_720p.mp4,0,1611.06,720p
ai_seg_83_1080p.mp4,1,2689.51,1080p
ai_seg_83_360p.mp4,1,420.37,360p
ai_seg_83_480p.mp4,1,773.42,480p
ai_seg_83_720p.mp4,1,1452.05,720p
ai_seg_84_1080p.mp4,0,2921.85,1080p
ai_seg_84_360p.mp4,0,556.52,360p
ai_seg_84_480p.mp4,0,942.3,480p
ai_seg_84_720p.mp4,0,1653.15,720p
ai_seg_84_1080p.mp4,1,2310.02,1080p
ai_seg_84_360p.mp4,1,360.52,360p
ai_seg_84_480p.mp4,1,630.73,480p
ai_seg_84_720p.mp4,1,1304.97,720p
ai_seg_85_1080p.mp4,0,2781.94,1080p
ai_seg_85_360p.mp4,0,577.35,360p
ai_seg_85_480p.mp4,0,875.57,480p
ai_seg_85_720p.mp4,0,1669.54,720p
ai_seg_85_1080p.mp4,1,2974.87,1080p
ai_seg_85_360p.mp4,1,571.62,360p
ai_seg_85_480p.mp4,1,873.52,480p
ai_seg_85_720p.mp4,1,1649.68,720p
ai_seg_86_1080p.mp4,0,2520.58,1080p
ai_seg_86_360p.mp4,0,522.79,360p
ai_seg_86_480p.mp4,0,793.01,480p
ai_seg_86_720p.mp4,0,1522.37,720p
ai_seg_86_1080p.mp4,1,2269.99,1080p
ai_seg_86_360p.mp4,1,404.78,360p
ai_seg_86_480p.mp4,1,633.63,480p
ai_seg_86_720p.mp4,1,1257.33,720p
ai_seg_87_1080p.mp4,0,2846.21,1080p
ai_seg_87_360p.mp4,0,590.95,360p
ai_seg_87_480p.mp4,0,918.23,480p
ai_seg_87_720p.mp4,0,1810.74,720p
ai_seg_87_1080p.mp4,1,1743.94,1080p
ai_seg_87_360p.mp4,1,314.26,360p
ai_seg_87_480p.mp4,1,472.9,480p
ai_seg_87_720p.mp4,1,993.63,720p
ai_seg_88_1080p.mp4,0,2650.4,1080p
ai_seg_88_360p.mp4,0,568.9,360p
ai_seg_88_480p.mp4,0,859.01,480p
ai_seg_88_720p.mp4,0,1691.88,720p
ai_seg_88_1080p.mp4,1,3452.9,1080p
ai_seg_88_360p.mp4,1,641.4,360p
ai_seg_88_480p.mp4,1,1021.26,480p
ai_seg_88_720p.mp4,1,1958.94,720p
ai_seg_89_1080p.mp4,0,2468.42,1080p
ai_seg_89_360p.mp4,0,520.58,360p
ai_seg_89_480p.mp4,0,790.02,480p
ai_seg_89_720p.mp4,0,1461.13,720p
ai_seg_89_1080p.mp4,1,1949.95,1080p
ai_seg_89_360p.mp4,1,339.45,360p
ai_seg_89_480p.mp4,1,542.74,480p
ai_seg_89_720p.mp4,1,1060.99,720p
ai_seg_90_1080p.mp4,0,2925.88,1080p
ai_seg_90_360p.mp4,0,614.35,360p
ai_seg_90_480p.mp4,0,953.1,480p
ai_seg_90_720p.mp4,0,1800.88,720p
ai_seg_90_1080p.mp4,1,2247.14,1080p
ai_seg_90_360p.mp4,1,400.17,360p
ai_seg_90_480p.mp4,1,649.84,480p
ai_seg_90_720p.mp4,1,1204.8,720p
ai_seg_91_1080p.mp4,0,2630.76,1080p
ai_seg_91_360p.mp4,0,478.16,360p
ai_seg_91_480p.mp4,0,819.21,480p
ai_seg_91_720p.mp4,0,1502.09,720p
ai_seg_91_1080p.mp4,1,1912.26,1080p
ai_seg_91_360p.mp4,1,329.36,360p
ai_seg_91_480p.mp4,1,561.99,480p
ai_seg_91_720p.mp4,1,1038.96,720p
ai_seg_92_1080p.mp4,0,2609.78,1080p
ai_seg_92_360p.mp4,0,475.46,360p
ai_seg_92_480p.mp4,0,753.13,480p
ai_seg_92_720p.mp4,0,1551.18,720p
ai_seg_92_1080p.mp4,1,2290.53,1080p
ai_seg_92_360p.mp4,1,356.94,360p
ai_seg_92_480p.mp4,1,609.94,480p
ai_seg_92_720p.mp4,1,1174.75,720p
ai_seg_93_1080p.mp4,0,2522.42,1080p
ai_seg_93_360p.mp4,0,428.97,360p
ai_seg_93_480p.mp4,0,710.78,480p
ai_seg_93_720p.mp4,0,1462.74,720p
ai_seg_93_1080p.mp4,1,2414.31,1080p
ai_seg_93_360p.mp4,1,409.82,360p
ai_seg_93_480p.mp4,1,675.4,480p
ai_seg_93_720p.mp4,1,1294.98,720p
ai_seg_94_1080p.mp4,0,3172.76,1080p
ai_seg_94_360p.mp4,0,577.42,360p
ai_seg_94_480p.mp4,0,970.02,480p
ai_seg_94_720p.mp4,0,1882.09,720p
ai_seg_94_1080p.mp4,1,2267.35,1080p
ai_seg_94_360p.mp4,1,431.68,360p
ai_seg_94_480p.mp4,1,680.1,480p
ai_seg_94_720p.mp4,1,1212.14,720p
ai_seg_95_1080p.mp4,0,2906.26,1080p
ai_seg_95_360p.mp4,0,539.58,360p
ai_seg_95_480p.mp4,0,894.03,480p
ai_seg_95_720p.mp4,0,1788.73,720p
ai_seg_95_1080p.mp4,1,2379.67,1080p
ai_seg_95_360p.mp4,1,407.64,360p
ai_seg_95_480p.mp4,1,635.14,480p
ai_seg_95_720p.mp4,1,1280.58,720p
ai_seg_96_1080p.mp4,0,2579.65,1080p
ai_seg_96_360p.mp4,0,511.58,360p
ai_seg_96_480p.mp4,0,776.55,480p
ai_seg_96_720p.mp4,0,1499.81,720p
ai_seg_96_1080p.mp4,1,1966.73,1080p
ai_seg_96_360p.mp4,1,340.63,360p
ai_seg_96_480p.mp4,1,517.63,480p
ai_seg_96_720p.mp4,1,1109.09,720p
ai_seg_97_1080p.mp4,0,1879.71,1080p
ai_seg_97_360p.mp4,0,386.82,360p
ai_seg_97_480p.mp4,0,593.05,480p
ai_seg_97_720p.mp4,0,1103.68,720p
ai_seg_97_1080p.mp4,1,1838.72,1080p
ai_seg_97_360p.mp4,1,306.94,360p
ai_seg_97_480p.mp4,1,481.0,480p
ai_seg_97_720p.mp4,1,1030.96,720p
ai_seg_98_1080p.mp4,0,3763.76,1080p
ai_seg_98_360p.mp4,0,668.64,360p
ai_seg_98_480p.mp4,0,1134.19,480p
ai_seg_98_720p.mp4,0,1892.6,720p
ai_seg_98_1080p.mp4,1,2636.16,1080p
ai_seg_98_360p.mp4,1,367.15,360p
ai_seg_98_480p.mp4,1,630.5,480p
ai_seg_98_720p.mp4,1,1306.63,720p
ai_seg_99_1080p.mp4,0,3051.66,1080p
ai_seg_99_360p.mp4,0,583.29,360p
ai_seg_99_480p.mp4,0,947.9,480p
ai_seg_99_720p.mp4,0,1762.5,720p
ai_seg_99_1080p.mp4,1,2620.93,1080p
ai_seg_99_360p.mp4,1,464.82,360p
ai_seg_99_480p.mp4,1,737.08,480p
ai_seg_99_720p.mp4,1,1479.45,720p
ai_seg_100_1080p.mp4,0,2834.17,1080p
ai_seg_100_360p.mp4,0,580.82,360p
ai_seg_100_480p.mp4,0,902.96,480p
ai_seg_100_720p.mp4,0,1666.07,720p
ai_seg_100_1080p.mp4,1,2738.16,1080p
ai_seg_100_360p.mp4,1,424.17,360p
ai_seg_100_480p.mp4,1,756.15,480p
ai_seg_100_720p.mp4,1,1477.78,720p
ai_seg_101_1080p.mp4,0,3238.26,1080p
ai_seg_101_360p.mp4,0,606.62,360p
ai_seg_101_480p.mp4,0,1018.51,480p
ai_seg_101_720p.mp4,0,1901.3,720p
ai_seg_101_1080p.mp4,1,2504.05,1080p
ai_seg_101_360p.mp4,1,386.9,360p
ai_seg_101_480p.mp4,1,640.92,480p
ai_seg_101_720p.mp4,1,1356.53,720p
ai_seg_102_1080p.mp4,0,2655.25,1080p
ai_seg_102_360p.mp4,0,491.31,360p
ai_seg_102_480p.mp4,0,777.34,480p
ai_seg_102_720p.mp4,0,1683.0,720p
ai_seg_102_1080p.mp4,1,1453.9,1080p
ai_seg_102_360p.mp4,1,225.62,360p
ai_seg_102_480p.mp4,1,369.65,480p
ai_seg_102_720p.mp4,1,732.22,720p
ai_seg_103_1080p.mp4,0,2484.58,1080p
ai_seg_103_360p.mp4,0,455.63,360p
ai_seg_103_480p.mp4,0,725.32,480p
ai_seg_103_720p.mp4,0,1501.68,720p
ai_seg_103_1080p.mp4,1,1051.74,1080p
ai_seg_103_360p.mp4,1,160.18,360p
ai_seg_103_480p.mp4,1,265.05,480p
ai_seg_103_720p.mp4,1,566.7,720p
