segment_name,time_second,bitrate_kbps,resolution
ai_seg_63_720p.mp4,1,940.63,720p
ai_seg_64_1080p.mp4,0,2644.78,1080p
ai_seg_64_360p.mp4,0,553.12,360p
ai_seg_64_480p.mp4,0,885.42,480p
ai_seg_64_720p.mp4,0,1555.91,720p
ai_seg_64_1080p.mp4,1,1888.2,1080p
ai_seg_64_360p.mp4,1,339.54,360p
ai_seg_64_480p.mp4,1,573.02,480p
ai_seg_64_720p.mp4,1,1033.58,720p
ai_seg_65_1080p.mp4,0,2157.19,1080p
ai_seg_65_360p.mp4,0,444.76,360p
ai_seg_65_480p.mp4,0,727.68,480p
ai_seg_65_720p.mp4,0,1288.28,720p
ai_seg_65_1080p.mp4,1,1540.6,1080p
ai_seg_65_360p.mp4,1,267.29,360p
ai_seg_65_480p.mp4,1,450.74,480p
ai_seg_65_720p.mp4,1,842.61,720p
ai_seg_66_1080p.mp4,0,2057.29,1080p
ai_seg_66_360p.mp4,0,469.9,360p
ai_seg_66_480p.mp4,0,722.11,480p
ai_seg_66_720p.mp4,0,1236.98,720p
ai_seg_66_1080p.mp4,1,1582.44,1080p
ai_seg_66_360p.mp4,1,295.26,360p
ai_seg_66_480p.mp4,1,484.08,480p
ai_seg_66_720p.mp4,1,884.85,720p
ai_seg_67_1080p.mp4,0,3001.02,1080p
ai_seg_67_360p.mp4,0,600.27,360p
ai_seg_67_480p.mp4,0,972.46,480p
ai_seg_67_720p.mp4,0,1732.06,720p
ai_seg_67_1080p.mp4,1,1823.59,1080p
ai_seg_67_360p.mp4,1,300.24,360p
ai_seg_67_480p.mp4,1,518.26,480p
ai_seg_67_720p.mp4,1,989.7,720p
ai_seg_68_1080p.mp4,0,2207.49,1080p
ai_seg_68_360p.mp4,0,489.86,360p
ai_seg_68_480p.mp4,0,772.37,480p
ai_seg_68_720p.mp4,0,1315.76,720p
ai_seg_68_1080p.mp4,1,2077.43,1080p
ai_seg_68_360p.mp4,1,340.79,360p
ai_seg_68_480p.mp4,1,637.01,480p
ai_seg_68_720p.mp4,1,1174.76,720p
ai_seg_69_1080p.mp4,0,2665.01,1080p
ai_seg_69_360p.mp4,0,540.22,360p
ai_seg_69_480p.mp4,0,873.06,480p
ai_seg_69_720p.mp4,0,1611.69,720p
ai_seg_69_1080p.mp4,1,2158.7,1080p
ai_seg_69_360p.mp4,1,352.29,360p
ai_seg_69_480p.mp4,1,620.06,480p
ai_seg_69_720p.mp4,1,1159.25,720p
ai_seg_70_1080p.mp4,0,2633.1,1080p
ai_seg_70_360p.mp4,0,494.78,360p
ai_seg_70_480p.mp4,0,788.38,480p
